scene,floor,source_question,primary_object,distance_m,predicate,msp_question
00440-wPLokgvCnuk,1,What did I leave on the coffee table?,coffee table,2.0,behind,Where is 2.0 meters behind the coffee table?
00440-wPLokgvCnuk,1,What did I leave on the coffee table?,coffee table,0.4,left of,Where is 0.4 meters left of the coffee table?
00440-wPLokgvCnuk,1,What did I leave on the coffee table?,coffee table,0.8,behind,Where is 0.8 meters behind the coffee table?
00440-wPLokgvCnuk,1,What did I leave on the coffee table?,coffee table,0.2,below,Where is 0.2 meters below the coffee table?
00444-sX9xad6ULKc,0,How many sets of utensils are there on the dining table?,dining table,3.6,behind,Where is 3.6 meters behind the dining table?
00444-sX9xad6ULKc,0,How many sets of utensils are there on the dining table?,dining table,1.0,in front of,Where is 1.0 meters in front of the dining table?
00444-sX9xad6ULKc,0,How many sets of utensils are there on the dining table?,dining table,4.0,below,Where is 4.0 meters below the dining table?
00444-sX9xad6ULKc,0,How many sets of utensils are there on the dining table?,dining table,0.6,in front of,Where is 0.6 meters in front of the dining table?
00444-sX9xad6ULKc,0,How many sets of utensils are there on the dining table?,dining table,1.2,behind,Where is 1.2 meters behind the dining table?
00444-sX9xad6ULKc,0,How many sets of utensils are there on the dining table?,dining table,1.4,left of,Where is 1.4 meters left of the dining table?
00444-sX9xad6ULKc,0,How many sets of utensils are there on the dining table?,dining table,2.4,in front of,Where is 2.4 meters in front of the dining table?
00444-sX9xad6ULKc,0,How many sets of utensils are there on the dining table?,dining table,3.8,below,Where is 3.8 meters below the dining table?
00444-sX9xad6ULKc,0,Are the curtains in the office closed?,curtains,3.8,in front of,Where is 3.8 meters in front of the curtains?
00444-sX9xad6ULKc,0,Are the curtains in the office closed?,curtains,2.4,below,Where is 2.4 meters below the curtains?
00444-sX9xad6ULKc,0,Are the curtains in the office closed?,curtains,2.8,right of,Where is 2.8 meters right of the curtains?
00444-sX9xad6ULKc,0,Are the curtains in the office closed?,curtains,3.6,behind,Where is 3.6 meters behind the curtains?
00444-sX9xad6ULKc,0,Are the curtains in the office closed?,curtains,0.2,below,Where is 0.2 meters below the curtains?
00444-sX9xad6ULKc,0,Are the curtains in the office closed?,curtains,3.4,behind,Where is 3.4 meters behind the curtains?
00444-sX9xad6ULKc,0,Are the curtains in the office closed?,curtains,2.6,right of,Where is 2.6 meters right of the curtains?
00444-sX9xad6ULKc,0,Are the curtains in the office closed?,curtains,3.0,left of,Where is 3.0 meters left of the curtains?
00466-xAHnY3QzFUN,0,Is the bathroom door fully closed?,bathroom door,2.8,behind,Where is 2.8 meters behind the bathroom door?
00466-xAHnY3QzFUN,0,Is the bathroom door fully closed?,bathroom door,1.2,right of,Where is 1.2 meters right of the bathroom door?
00466-xAHnY3QzFUN,0,Is the bathroom door fully closed?,bathroom door,4.0,right of,Where is 4.0 meters right of the bathroom door?
00466-xAHnY3QzFUN,0,Is the bathroom door fully closed?,bathroom door,0.8,left of,Where is 0.8 meters left of the bathroom door?
00466-xAHnY3QzFUN,0,Is the bathroom door fully closed?,bathroom door,0.6,left of,Where is 0.6 meters left of the bathroom door?
00466-xAHnY3QzFUN,0,Is the bathroom door fully closed?,bathroom door,1.4,above,Where is 1.4 meters above the bathroom door?
00466-xAHnY3QzFUN,0,Is the bathroom door fully closed?,bathroom door,2.0,right of,Where is 2.0 meters right of the bathroom door?
00466-xAHnY3QzFUN,0,Is the bathroom door fully closed?,bathroom door,3.8,below,Where is 3.8 meters below the bathroom door?
00506-QVAA6zecMHu,0,Which pillows are there on the bed right now?,pillows,2.6,right of,Where is 2.6 meters right of the pillows?
00506-QVAA6zecMHu,0,Which pillows are there on the bed right now?,pillows,0.6,above,Where is 0.6 meters above the pillows?
00506-QVAA6zecMHu,0,Which pillows are there on the bed right now?,pillows,2.4,right of,Where is 2.4 meters right of the pillows?
00506-QVAA6zecMHu,0,Which pillows are there on the bed right now?,pillows,3.4,left of,Where is 3.4 meters left of the pillows?
00506-QVAA6zecMHu,0,Which pillows are there on the bed right now?,pillows,1.2,left of,Where is 1.2 meters left of the pillows?
00506-QVAA6zecMHu,0,Which pillows are there on the bed right now?,pillows,3.8,behind,Where is 3.8 meters behind the pillows?
00506-QVAA6zecMHu,0,Which pillows are there on the bed right now?,pillows,3.2,behind,Where is 3.2 meters behind the pillows?
00506-QVAA6zecMHu,0,Which pillows are there on the bed right now?,pillows,1.0,right of,Where is 1.0 meters right of the pillows?
00525-iKFn6fzyRqs,0,I am trying to remember where I left the dog food plates.,dog food plates,2.0,behind,Where is 2.0 meters behind the dog food plates?
00525-iKFn6fzyRqs,0,I am trying to remember where I left the dog food plates.,dog food plates,1.0,left of,Where is 1.0 meters left of the dog food plates?
00525-iKFn6fzyRqs,0,I am trying to remember where I left the dog food plates.,dog food plates,0.4,below,Where is 0.4 meters below the dog food plates?
00525-iKFn6fzyRqs,0,I am trying to remember where I left the dog food plates.,dog food plates,3.2,above,Where is 3.2 meters above the dog food plates?
00525-iKFn6fzyRqs,0,I am trying to remember where I left the dog food plates.,dog food plates,2.2,below,Where is 2.2 meters below the dog food plates?
00525-iKFn6fzyRqs,0,I am trying to remember where I left the dog food plates.,dog food plates,0.2,right of,Where is 0.2 meters right of the dog food plates?
00525-iKFn6fzyRqs,0,I am trying to remember where I left the dog food plates.,dog food plates,4.0,below,Where is 4.0 meters below the dog food plates?
00525-iKFn6fzyRqs,0,I am trying to remember where I left the dog food plates.,dog food plates,3.4,right of,Where is 3.4 meters right of the dog food plates?
00525-iKFn6fzyRqs,0,Is the floor lamp next to the piano left on?,floor lamp,4.0,behind,Where is 4.0 meters behind the floor lamp?
00525-iKFn6fzyRqs,0,Is the floor lamp next to the piano left on?,floor lamp,2.6,above,Where is 2.6 meters above the floor lamp?
00525-iKFn6fzyRqs,0,Is the floor lamp next to the piano left on?,floor lamp,1.4,right of,Where is 1.4 meters right of the floor lamp?
00525-iKFn6fzyRqs,0,Is the floor lamp next to the piano left on?,floor lamp,3.2,behind,Where is 3.2 meters behind the floor lamp?
00525-iKFn6fzyRqs,0,Is the floor lamp next to the piano left on?,floor lamp,1.2,in front of,Where is 1.2 meters in front of the floor lamp?
00525-iKFn6fzyRqs,0,Is the floor lamp next to the piano left on?,floor lamp,2.0,left of,Where is 2.0 meters left of the floor lamp?
00525-iKFn6fzyRqs,0,Is the floor lamp next to the piano left on?,floor lamp,0.8,right of,Where is 0.8 meters right of the floor lamp?
00525-iKFn6fzyRqs,0,Is the floor lamp next to the piano left on?,floor lamp,0.2,right of,Where is 0.2 meters right of the floor lamp?
00525-iKFn6fzyRqs,1,I want to take a shower. Are there some towels by the bathrub?,towels,1.4,behind,Where is 1.4 meters behind the towels?
00525-iKFn6fzyRqs,1,I want to take a shower. Are there some towels by the bathrub?,towels,0.4,above,Where is 0.4 meters above the towels?
00525-iKFn6fzyRqs,1,I want to take a shower. Are there some towels by the bathrub?,towels,3.6,below,Where is 3.6 meters below the towels?
00525-iKFn6fzyRqs,1,I want to take a shower. Are there some towels by the bathrub?,towels,3.8,in front of,Where is 3.8 meters in front of the towels?
00525-iKFn6fzyRqs,1,I want to take a shower. Are there some towels by the bathrub?,towels,2.2,below,Where is 2.2 meters below the towels?
00525-iKFn6fzyRqs,1,I want to take a shower. Are there some towels by the bathrub?,towels,3.4,behind,Where is 3.4 meters behind the towels?
00525-iKFn6fzyRqs,1,I want to take a shower. Are there some towels by the bathrub?,towels,4.0,in front of,Where is 4.0 meters in front of the towels?
00525-iKFn6fzyRqs,1,I want to take a shower. Are there some towels by the bathrub?,towels,2.0,above,Where is 2.0 meters above the towels?
00529-W9YAR9qcuvN,0,Is the bottom drawer of the refrigerator left open?,refrigerator bottom drawer,1.6,left of,Where is 1.6 meters left of the refrigerator bottom drawer?
00529-W9YAR9qcuvN,0,Is the bottom drawer of the refrigerator left open?,refrigerator bottom drawer,2.8,left of,Where is 2.8 meters left of the refrigerator bottom drawer?
00529-W9YAR9qcuvN,0,Is the bottom drawer of the refrigerator left open?,refrigerator bottom drawer,2.6,above,Where is 2.6 meters above the refrigerator bottom drawer?
00529-W9YAR9qcuvN,0,Is the bottom drawer of the refrigerator left open?,refrigerator bottom drawer,2.4,behind,Where is 2.4 meters behind the refrigerator bottom drawer?
00529-W9YAR9qcuvN,0,Is the bottom drawer of the refrigerator left open?,refrigerator bottom drawer,3.0,behind,Where is 3.0 meters behind the refrigerator bottom drawer?
00529-W9YAR9qcuvN,0,Is the bottom drawer of the refrigerator left open?,refrigerator bottom drawer,1.8,right of,Where is 1.8 meters right of the refrigerator bottom drawer?
00529-W9YAR9qcuvN,0,Is the bottom drawer of the refrigerator left open?,refrigerator bottom drawer,4.0,behind,Where is 4.0 meters behind the refrigerator bottom drawer?
00529-W9YAR9qcuvN,0,Is the bottom drawer of the refrigerator left open?,refrigerator bottom drawer,0.6,above,Where is 0.6 meters above the refrigerator bottom drawer?
00534-DBBESbk4Y3k,1,Is the laptop left on the coffee table?,laptop,3.0,behind,Where is 3.0 meters behind the laptop?
00534-DBBESbk4Y3k,1,Is the laptop left on the coffee table?,laptop,1.2,in front of,Where is 1.2 meters in front of the laptop?
00534-DBBESbk4Y3k,1,Is the laptop left on the coffee table?,laptop,3.2,left of,Where is 3.2 meters left of the laptop?
00534-DBBESbk4Y3k,1,Is the laptop left on the coffee table?,laptop,2.6,behind,Where is 2.6 meters behind the laptop?
00534-DBBESbk4Y3k,1,Is the laptop left on the coffee table?,laptop,0.8,above,Where is 0.8 meters above the laptop?
00534-DBBESbk4Y3k,1,Is the laptop left on the coffee table?,laptop,0.4,above,Where is 0.4 meters above the laptop?
00534-DBBESbk4Y3k,1,Is the laptop left on the coffee table?,laptop,0.6,below,Where is 0.6 meters below the laptop?
00534-DBBESbk4Y3k,1,Is the laptop left on the coffee table?,laptop,3.8,left of,Where is 3.8 meters left of the laptop?
00534-DBBESbk4Y3k,2,Is the closet door next to the bed with yellow pillow left open?,closet door,0.4,behind,Where is 0.4 meters behind the closet door?
00534-DBBESbk4Y3k,2,Is the closet door next to the bed with yellow pillow left open?,closet door,1.0,below,Where is 1.0 meters below the closet door?
00534-DBBESbk4Y3k,2,Is the closet door next to the bed with yellow pillow left open?,closet door,0.6,right of,Where is 0.6 meters right of the closet door?
00534-DBBESbk4Y3k,2,Is the closet door next to the bed with yellow pillow left open?,closet door,2.2,left of,Where is 2.2 meters left of the closet door?
00534-DBBESbk4Y3k,2,Is the closet door next to the bed with yellow pillow left open?,closet door,3.6,left of,Where is 3.6 meters left of the closet door?
00534-DBBESbk4Y3k,2,Is the closet door next to the bed with yellow pillow left open?,closet door,0.2,above,Where is 0.2 meters above the closet door?
00534-DBBESbk4Y3k,2,Is the closet door next to the bed with yellow pillow left open?,closet door,2.6,below,Where is 2.6 meters below the closet door?
00534-DBBESbk4Y3k,2,Is the closet door next to the bed with yellow pillow left open?,closet door,1.8,below,Where is 1.8 meters below the closet door?
00537-oahi4u45xMf,0,Is there any pot left on the stove?,pot,0.8,below,Where is 0.8 meters below the pot?
00537-oahi4u45xMf,0,Is there any pot left on the stove?,pot,1.4,below,Where is 1.4 meters below the pot?
00537-oahi4u45xMf,0,Is there any pot left on the stove?,pot,1.0,right of,Where is 1.0 meters right of the pot?
00537-oahi4u45xMf,0,Is there any pot left on the stove?,pot,3.2,left of,Where is 3.2 meters left of the pot?
00537-oahi4u45xMf,0,Is there any pot left on the stove?,pot,2.0,in front of,Where is 2.0 meters in front of the pot?
00537-oahi4u45xMf,0,Is there any pot left on the stove?,pot,2.6,above,Where is 2.6 meters above the pot?
00537-oahi4u45xMf,0,Is there any pot left on the stove?,pot,3.0,in front of,Where is 3.0 meters in front of the pot?
00537-oahi4u45xMf,0,Is there any pot left on the stove?,pot,0.6,right of,Where is 0.6 meters right of the pot?
00547-9h5JJxM6E5S,0,How many umbrellas are there in the ceramic vase near the staircase?,umbrellas,2.2,above,Where is 2.2 meters above the umbrellas?
00547-9h5JJxM6E5S,0,How many umbrellas are there in the ceramic vase near the staircase?,umbrellas,1.8,in front of,Where is 1.8 meters in front of the umbrellas?
00547-9h5JJxM6E5S,0,How many umbrellas are there in the ceramic vase near the staircase?,umbrellas,3.0,above,Where is 3.0 meters above the umbrellas?
00547-9h5JJxM6E5S,0,How many umbrellas are there in the ceramic vase near the staircase?,umbrellas,1.0,above,Where is 1.0 meters above the umbrellas?
00547-9h5JJxM6E5S,0,How many umbrellas are there in the ceramic vase near the staircase?,umbrellas,3.8,right of,Where is 3.8 meters right of the umbrellas?
00547-9h5JJxM6E5S,0,How many umbrellas are there in the ceramic vase near the staircase?,umbrellas,3.2,in front of,Where is 3.2 meters in front of the umbrellas?
00547-9h5JJxM6E5S,0,How many umbrellas are there in the ceramic vase near the staircase?,umbrellas,1.6,in front of,Where is 1.6 meters in front of the umbrellas?
00547-9h5JJxM6E5S,0,How many umbrellas are there in the ceramic vase near the staircase?,umbrellas,0.8,left of,Where is 0.8 meters left of the umbrellas?
00547-9h5JJxM6E5S,0,Guest is coming. Is the fruit bowl on the kitchen island already?,fruit bowl,1.4,right of,Where is 1.4 meters right of the fruit bowl?
00547-9h5JJxM6E5S,0,Guest is coming. Is the fruit bowl on the kitchen island already?,fruit bowl,1.2,in front of,Where is 1.2 meters in front of the fruit bowl?
00547-9h5JJxM6E5S,0,Guest is coming. Is the fruit bowl on the kitchen island already?,fruit bowl,2.6,left of,Where is 2.6 meters left of the fruit bowl?
00547-9h5JJxM6E5S,0,Guest is coming. Is the fruit bowl on the kitchen island already?,fruit bowl,3.8,above,Where is 3.8 meters above the fruit bowl?
00547-9h5JJxM6E5S,0,Guest is coming. Is the fruit bowl on the kitchen island already?,fruit bowl,1.8,left of,Where is 1.8 meters left of the fruit bowl?
00547-9h5JJxM6E5S,0,Guest is coming. Is the fruit bowl on the kitchen island already?,fruit bowl,2.2,below,Where is 2.2 meters below the fruit bowl?
00547-9h5JJxM6E5S,0,Guest is coming. Is the fruit bowl on the kitchen island already?,fruit bowl,3.4,in front of,Where is 3.4 meters in front of the fruit bowl?
00547-9h5JJxM6E5S,0,Guest is coming. Is the fruit bowl on the kitchen island already?,fruit bowl,4.0,behind,Where is 4.0 meters behind the fruit bowl?
00557-fRZhp6vWGw7,1,I'm trying to remember where I placed the decorative wicker basket. Where is it?,decorative wicker basket,3.6,in front of,Where is 3.6 meters in front of the decorative wicker basket?
00557-fRZhp6vWGw7,1,I'm trying to remember where I placed the decorative wicker basket. Where is it?,decorative wicker basket,3.4,behind,Where is 3.4 meters behind the decorative wicker basket?
00557-fRZhp6vWGw7,1,I'm trying to remember where I placed the decorative wicker basket. Where is it?,decorative wicker basket,0.8,in front of,Where is 0.8 meters in front of the decorative wicker basket?
00557-fRZhp6vWGw7,1,I'm trying to remember where I placed the decorative wicker basket. Where is it?,decorative wicker basket,1.8,above,Where is 1.8 meters above the decorative wicker basket?
00557-fRZhp6vWGw7,1,I'm trying to remember where I placed the decorative wicker basket. Where is it?,decorative wicker basket,2.6,right of,Where is 2.6 meters right of the decorative wicker basket?
00557-fRZhp6vWGw7,1,I'm trying to remember where I placed the decorative wicker basket. Where is it?,decorative wicker basket,2.4,in front of,Where is 2.4 meters in front of the decorative wicker basket?
00557-fRZhp6vWGw7,1,I'm trying to remember where I placed the decorative wicker basket. Where is it?,decorative wicker basket,3.2,in front of,Where is 3.2 meters in front of the decorative wicker basket?
00557-fRZhp6vWGw7,1,I'm trying to remember where I placed the decorative wicker basket. Where is it?,decorative wicker basket,1.2,left of,Where is 1.2 meters left of the decorative wicker basket?
00557-fRZhp6vWGw7,1,Is there any box in the hallway needs to be moved? Guest is coming.,box,3.0,in front of,Where is 3.0 meters in front of the box?
00557-fRZhp6vWGw7,1,Is there any box in the hallway needs to be moved? Guest is coming.,box,1.6,below,Where is 1.6 meters below the box?
00557-fRZhp6vWGw7,1,Is there any box in the hallway needs to be moved? Guest is coming.,box,1.2,above,Where is 1.2 meters above the box?
00557-fRZhp6vWGw7,1,Is there any box in the hallway needs to be moved? Guest is coming.,box,0.4,below,Where is 0.4 meters below the box?
00557-fRZhp6vWGw7,1,Is there any box in the hallway needs to be moved? Guest is coming.,box,2.0,in front of,Where is 2.0 meters in front of the box?
00557-fRZhp6vWGw7,1,Is there any box in the hallway needs to be moved? Guest is coming.,box,2.8,below,Where is 2.8 meters below the box?
00557-fRZhp6vWGw7,1,Is there any box in the hallway needs to be moved? Guest is coming.,box,1.8,left of,Where is 1.8 meters left of the box?
00557-fRZhp6vWGw7,1,Is there any box in the hallway needs to be moved? Guest is coming.,box,1.0,below,Where is 1.0 meters below the box?
00567-KjZrPggnHm8,0,Where did my husband leave the coffee machine at in the kitchen?,coffee machine,0.4,left of,Where is 0.4 meters left of the coffee machine?
00567-KjZrPggnHm8,0,Where did my husband leave the coffee machine at in the kitchen?,coffee machine,1.6,right of,Where is 1.6 meters right of the coffee machine?
00567-KjZrPggnHm8,0,Where did my husband leave the coffee machine at in the kitchen?,coffee machine,1.0,behind,Where is 1.0 meters behind the coffee machine?
00567-KjZrPggnHm8,0,Where did my husband leave the coffee machine at in the kitchen?,coffee machine,2.0,right of,Where is 2.0 meters right of the coffee machine?
00567-KjZrPggnHm8,0,Where did my husband leave the coffee machine at in the kitchen?,coffee machine,2.8,above,Where is 2.8 meters above the coffee machine?
00567-KjZrPggnHm8,0,Where did my husband leave the coffee machine at in the kitchen?,coffee machine,1.4,below,Where is 1.4 meters below the coffee machine?
00567-KjZrPggnHm8,0,Where did my husband leave the coffee machine at in the kitchen?,coffee machine,1.8,left of,Where is 1.8 meters left of the coffee machine?
00567-KjZrPggnHm8,0,Where did my husband leave the coffee machine at in the kitchen?,coffee machine,1.2,left of,Where is 1.2 meters left of the coffee machine?
00569-YJDUB7hWg9h,0,I'm expecting a package and I think it might have been left by the door. Is there a package near the main entrance?,package,0.4,right of,Where is 0.4 meters right of the package?
00569-YJDUB7hWg9h,0,I'm expecting a package and I think it might have been left by the door. Is there a package near the main entrance?,package,0.2,behind,Where is 0.2 meters behind the package?
00569-YJDUB7hWg9h,0,I'm expecting a package and I think it might have been left by the door. Is there a package near the main entrance?,package,2.4,above,Where is 2.4 meters above the package?
00569-YJDUB7hWg9h,0,I'm expecting a package and I think it might have been left by the door. Is there a package near the main entrance?,package,2.0,in front of,Where is 2.0 meters in front of the package?
00569-YJDUB7hWg9h,0,I'm expecting a package and I think it might have been left by the door. Is there a package near the main entrance?,package,0.8,above,Where is 0.8 meters above the package?
00569-YJDUB7hWg9h,0,I'm expecting a package and I think it might have been left by the door. Is there a package near the main entrance?,package,1.8,right of,Where is 1.8 meters right of the package?
00569-YJDUB7hWg9h,0,I'm expecting a package and I think it might have been left by the door. Is there a package near the main entrance?,package,1.2,right of,Where is 1.2 meters right of the package?
00569-YJDUB7hWg9h,0,I'm expecting a package and I think it might have been left by the door. Is there a package near the main entrance?,package,3.0,in front of,Where is 3.0 meters in front of the package?
00569-YJDUB7hWg9h,0,How many sets of utensils are there on the dining table?,utensils,4.0,below,Where is 4.0 meters below the utensils?
00569-YJDUB7hWg9h,0,How many sets of utensils are there on the dining table?,utensils,3.2,right of,Where is 3.2 meters right of the utensils?
00569-YJDUB7hWg9h,0,How many sets of utensils are there on the dining table?,utensils,1.2,behind,Where is 1.2 meters behind the utensils?
00569-YJDUB7hWg9h,0,How many sets of utensils are there on the dining table?,utensils,1.0,left of,Where is 1.0 meters left of the utensils?
00569-YJDUB7hWg9h,0,How many sets of utensils are there on the dining table?,utensils,0.2,left of,Where is 0.2 meters left of the utensils?
00569-YJDUB7hWg9h,0,How many sets of utensils are there on the dining table?,utensils,3.0,below,Where is 3.0 meters below the utensils?
00569-YJDUB7hWg9h,0,How many sets of utensils are there on the dining table?,utensils,2.6,right of,Where is 2.6 meters right of the utensils?
00569-YJDUB7hWg9h,0,How many sets of utensils are there on the dining table?,utensils,0.8,below,Where is 0.8 meters below the utensils?
00582-TYDavTf8oyy,1,How many potted plants are on the kitchen windowsill?,potted plants,1.8,in front of,Where is 1.8 meters in front of the potted plants?
00582-TYDavTf8oyy,1,How many potted plants are on the kitchen windowsill?,potted plants,2.6,above,Where is 2.6 meters above the potted plants?
00582-TYDavTf8oyy,1,How many potted plants are on the kitchen windowsill?,potted plants,4.0,below,Where is 4.0 meters below the potted plants?
00582-TYDavTf8oyy,1,How many potted plants are on the kitchen windowsill?,potted plants,0.2,above,Where is 0.2 meters above the potted plants?
00582-TYDavTf8oyy,1,How many potted plants are on the kitchen windowsill?,potted plants,0.4,behind,Where is 0.4 meters behind the potted plants?
00582-TYDavTf8oyy,1,How many potted plants are on the kitchen windowsill?,potted plants,2.2,above,Where is 2.2 meters above the potted plants?
00582-TYDavTf8oyy,1,How many potted plants are on the kitchen windowsill?,potted plants,2.8,above,Where is 2.8 meters above the potted plants?
00582-TYDavTf8oyy,1,How many potted plants are on the kitchen windowsill?,potted plants,3.6,below,Where is 3.6 meters below the potted plants?
00582-TYDavTf8oyy,1,I'm trying to remember where I placed the candle holder. Where is it in the dining room?,candle holder,3.2,behind,Where is 3.2 meters behind the candle holder?
00582-TYDavTf8oyy,1,I'm trying to remember where I placed the candle holder. Where is it in the dining room?,candle holder,1.6,right of,Where is 1.6 meters right of the candle holder?
00582-TYDavTf8oyy,1,I'm trying to remember where I placed the candle holder. Where is it in the dining room?,candle holder,1.2,right of,Where is 1.2 meters right of the candle holder?
00582-TYDavTf8oyy,1,I'm trying to remember where I placed the candle holder. Where is it in the dining room?,candle holder,0.2,right of,Where is 0.2 meters right of the candle holder?
00582-TYDavTf8oyy,1,I'm trying to remember where I placed the candle holder. Where is it in the dining room?,candle holder,0.4,left of,Where is 0.4 meters left of the candle holder?
00582-TYDavTf8oyy,1,I'm trying to remember where I placed the candle holder. Where is it in the dining room?,candle holder,3.4,left of,Where is 3.4 meters left of the candle holder?
00582-TYDavTf8oyy,1,I'm trying to remember where I placed the candle holder. Where is it in the dining room?,candle holder,1.8,left of,Where is 1.8 meters left of the candle holder?
00582-TYDavTf8oyy,1,I'm trying to remember where I placed the candle holder. Where is it in the dining room?,candle holder,3.0,above,Where is 3.0 meters above the candle holder?
00582-TYDavTf8oyy,2,How many laundry baskets are in the bedroom with the white bedspread?,laundry baskets,3.6,above,Where is 3.6 meters above the laundry baskets?
00582-TYDavTf8oyy,2,How many laundry baskets are in the bedroom with the white bedspread?,laundry baskets,1.4,below,Where is 1.4 meters below the laundry baskets?
00582-TYDavTf8oyy,2,How many laundry baskets are in the bedroom with the white bedspread?,laundry baskets,1.0,below,Where is 1.0 meters below the laundry baskets?
00582-TYDavTf8oyy,2,How many laundry baskets are in the bedroom with the white bedspread?,laundry baskets,2.8,behind,Where is 2.8 meters behind the laundry baskets?
00582-TYDavTf8oyy,2,How many laundry baskets are in the bedroom with the white bedspread?,laundry baskets,3.8,above,Where is 3.8 meters above the laundry baskets?
00582-TYDavTf8oyy,2,How many laundry baskets are in the bedroom with the white bedspread?,laundry baskets,1.8,right of,Where is 1.8 meters right of the laundry baskets?
00582-TYDavTf8oyy,2,How many laundry baskets are in the bedroom with the white bedspread?,laundry baskets,2.0,above,Where is 2.0 meters above the laundry baskets?
00582-TYDavTf8oyy,2,How many laundry baskets are in the bedroom with the white bedspread?,laundry baskets,2.2,in front of,Where is 2.2 meters in front of the laundry baskets?
00591-JptJPosx1Z6,0,How many kitchen bar stools are there right now?,kitchen bar stools,0.6,below,Where is 0.6 meters below the kitchen bar stools?
00591-JptJPosx1Z6,0,How many kitchen bar stools are there right now?,kitchen bar stools,2.0,behind,Where is 2.0 meters behind the kitchen bar stools?
00591-JptJPosx1Z6,0,How many kitchen bar stools are there right now?,kitchen bar stools,0.4,left of,Where is 0.4 meters left of the kitchen bar stools?
00591-JptJPosx1Z6,0,How many kitchen bar stools are there right now?,kitchen bar stools,3.2,below,Where is 3.2 meters below the kitchen bar stools?
00591-JptJPosx1Z6,0,How many kitchen bar stools are there right now?,kitchen bar stools,0.2,below,Where is 0.2 meters below the kitchen bar stools?
00591-JptJPosx1Z6,0,How many kitchen bar stools are there right now?,kitchen bar stools,1.4,behind,Where is 1.4 meters behind the kitchen bar stools?
00591-JptJPosx1Z6,0,How many kitchen bar stools are there right now?,kitchen bar stools,2.8,right of,Where is 2.8 meters right of the kitchen bar stools?
00591-JptJPosx1Z6,0,How many kitchen bar stools are there right now?,kitchen bar stools,3.0,right of,Where is 3.0 meters right of the kitchen bar stools?
00592-CthA7sQNTPK,2,Which hand towel is at the right side of the bathroom counter?,hand towel,0.8,in front of,Where is 0.8 meters in front of the hand towel?
00592-CthA7sQNTPK,2,Which hand towel is at the right side of the bathroom counter?,hand towel,1.8,below,Where is 1.8 meters below the hand towel?
00592-CthA7sQNTPK,2,Which hand towel is at the right side of the bathroom counter?,hand towel,1.6,left of,Where is 1.6 meters left of the hand towel?
00592-CthA7sQNTPK,2,Which hand towel is at the right side of the bathroom counter?,hand towel,0.4,in front of,Where is 0.4 meters in front of the hand towel?
00592-CthA7sQNTPK,2,Which hand towel is at the right side of the bathroom counter?,hand towel,4.0,below,Where is 4.0 meters below the hand towel?
00592-CthA7sQNTPK,2,Which hand towel is at the right side of the bathroom counter?,hand towel,1.2,above,Where is 1.2 meters above the hand towel?
00592-CthA7sQNTPK,2,Which hand towel is at the right side of the bathroom counter?,hand towel,2.4,below,Where is 2.4 meters below the hand towel?
00592-CthA7sQNTPK,2,Which hand towel is at the right side of the bathroom counter?,hand towel,2.8,behind,Where is 2.8 meters behind the hand towel?
00606-W16Bm4ysK8v,0,Is the garage door open or closed?,garage door,3.4,right of,Where is 3.4 meters right of the garage door?
00606-W16Bm4ysK8v,0,Is the garage door open or closed?,garage door,1.8,in front of,Where is 1.8 meters in front of the garage door?
00606-W16Bm4ysK8v,0,Is the garage door open or closed?,garage door,2.0,right of,Where is 2.0 meters right of the garage door?
00606-W16Bm4ysK8v,0,Is the garage door open or closed?,garage door,1.4,below,Where is 1.4 meters below the garage door?
00606-W16Bm4ysK8v,0,Is the garage door open or closed?,garage door,0.6,right of,Where is 0.6 meters right of the garage door?
00606-W16Bm4ysK8v,0,Is the garage door open or closed?,garage door,3.0,right of,Where is 3.0 meters right of the garage door?
00606-W16Bm4ysK8v,0,Is the garage door open or closed?,garage door,3.8,below,Where is 3.8 meters below the garage door?
00606-W16Bm4ysK8v,0,Is the garage door open or closed?,garage door,0.2,in front of,Where is 0.2 meters in front of the garage door?
00606-W16Bm4ysK8v,2,Which rug is there in the bathroom?,rug,1.4,below,Where is 1.4 meters below the rug?
00606-W16Bm4ysK8v,2,Which rug is there in the bathroom?,rug,2.6,below,Where is 2.6 meters below the rug?
00606-W16Bm4ysK8v,2,Which rug is there in the bathroom?,rug,2.2,above,Where is 2.2 meters above the rug?
00606-W16Bm4ysK8v,2,Which rug is there in the bathroom?,rug,1.6,behind,Where is 1.6 meters behind the rug?
00606-W16Bm4ysK8v,2,Which rug is there in the bathroom?,rug,3.8,behind,Where is 3.8 meters behind the rug?
00606-W16Bm4ysK8v,2,Which rug is there in the bathroom?,rug,3.0,above,Where is 3.0 meters above the rug?
00606-W16Bm4ysK8v,2,Which rug is there in the bathroom?,rug,2.8,below,Where is 2.8 meters below the rug?
00606-W16Bm4ysK8v,2,Which rug is there in the bathroom?,rug,3.6,left of,Where is 3.6 meters left of the rug?
00669-DNWbUAJYsPy,0,I wanna shower now. Is there any towel there?,towel,0.2,left of,Where is 0.2 meters left of the towel?
00669-DNWbUAJYsPy,0,I wanna shower now. Is there any towel there?,towel,2.8,above,Where is 2.8 meters above the towel?
00669-DNWbUAJYsPy,0,I wanna shower now. Is there any towel there?,towel,1.6,right of,Where is 1.6 meters right of the towel?
00669-DNWbUAJYsPy,0,I wanna shower now. Is there any towel there?,towel,2.0,right of,Where is 2.0 meters right of the towel?
